Title,Director,Cast,Genre,year,Notes,Notes/Music,Music
Karorepati,Mohan Sehgal,"Kishore Kumar, Kumkum, Anoop Kumar, Shashikala","Comedy, Crime",1961,Music by Shankar-Jaikishan,,
Kanch Ki Gudiya,H. S. Rawail,"Manoj Kumar, Sayeeda Khan, Tarun Bose, Shubha Khote",Drama Family,1961,Music by Suhrid Kar,,
Khiladi,B.J. Patel,"Ranjan, Jabeen, Shammi, Sunder, Tiwari",Action,1961,Sardul Kwatra,,
Madan Manjri,J. Trivedi,"Manhar Desai, Ajit, Nalini Chonker",Fantasy,1961,Sardar Malik,,
Mahavat[2],M. A. Thirumugam,"Udaykumar, B. Sarojadevi",Drama,1961,Music by Sudharshan. Dubbed from Tamil,,
Main Aur Mera Bhai,Dharam Kumar,"Ajit, Ameeta, Lalita Pawar, Helen",Family Drama,1961,Music by C. Arjun composer,,
Matlabi Duniya,Radhakant M Thakur,"Anant Kumar, Dhumal, Asha",Social,1961,Shashank Banerji,,
Maya,D.D. Kashyap,"Dev Anand, Mala Sinha",Drama Crime Romance,1961,Salil Chowdhury,,
Memdidi,Hrishikesh Mukherjee,"Tanuja, Keysi Mehra, Lalita Pawar, Jayant, David",Drama,1961,Music by Salil Choudhary,,
Mera Suhaag,Hunsur Krishnamurthy,"Nazima, Kanta Rao",Family Drama,1961,Music by Arun Raghavan,,
Modern Girl,R. Bhattacharya,"Pradeep Kumar, Sayeeda Khan, Madan Puri, Iftekhar, Helen",Family Drama,1961,Ravi,,
Mr. India,G.P. Sippy,"Geeta Bali, I. S. Johar, Helen, Feroz Khan","Comedy, Crime",1961,Music by G.S. Kohli,,
Murad,Nari Ghadiali,"Chitra, Asgar, Manju",,1961,Hanuman Prasad Triloki,,
Nazrana,Sridhar,"Raj Kapoor, Vyjayantimala Gemini Ganesan, Usha Kiran",Family Drama,1961,Music by Ravi,,
Oomar Qaid,Aspi Irani,"Sheikh Mukhtiar, Sudhir, Nazima, Mukri, Helen, Sulochana.",,1961,Music by Iqbal Qureshi,,
Opera House,P.L. Santoshi,"Ajit, B. Saroja Devi, Lalita Pawar",Crime Thriller Romance,1961,Music by Chitragupta,,
Passport,Pramod Chakravorty,"Pradeep Kumar, Madhubala, K.N. Singh",Thriller,1961,Qamar Jalalabadi-Kalyanji Anandji,,
Pyaase Panchhi,Harsukh Jagneshwar Bhatt,"Mehmood, Ameeta, Jeevan, David","Romance, Comedy",1961,Music by Kalyanji Anandji,,
Pyar Ka Sagar,Devendra Goel,"Rajendra Kumar, Meena Kumari, Madan Puri","Romance, Drama",1961,Music by Ravi,,
Pyaar Ki Dastan,P.L. Santoshi,"Ameeta, Sudesh Kumar, Shubha Khote, Mohan Choti, Helen",Romance,1961,Music by Naushad,,
Pyaar Ki Pyaas,Mahesh Kaul,"Honey Irani, Shrikant, Nishi, Manmohan Krishna",Drama Family,1961,Music by Vasant Desai,,
Ram Lila,Chandrakant,"Abhi Bhattacharya, Jayshree T, Shahu Modak, Leela Chitnis, Tiwari, Anil Kumar, Tun Tun",Mythological,1961,Music by S.N. Tripathi,,
Razia Sultana,Devendra Goel,"Nirupa Roy, Kamran, Jairaj, Agha, Madhumati",Historical Romance,1961,Music by Lachchiram Bhairam,,
Reshmi Rumal,Harsukh Jagneshwar Bhatt,"Manoj Kumar, Shakeela, Kamal Kapoor, K.N. Singh, Helen",Romance,1961,Music by Babul,,
Roop Ki Rani Choron Ka Raja,Harnam Singh Rawail,"Dev Anand, Waheeda Rehman, Jeevan, Sunder",Romance,1961,Music by Shankar Jaikishan,,
Saaya,Shreeram,"Nasir Khan, Nigar Sultana, Helen, Chitra, Madan Puri",Family Drama,1961,Music by Ram Ganguly,,
Salaam Memsaab,Kalpataru,"Kumkum, Subbi Raj, K.N. Singh","Thriller, Action, Romance",1961,Music by Ravi,,
Sampoorna Ramayana,Babubhai Mistry,"Mahipal, Anita Guha, Achala Sachdev, Lalita Pawar, Badri Prasad",Mythological,1961,Music by Vasant Desai,,
Sanjog,Pramod Chakravorty,"Pradeep Kumar, Anita Guha, Shubha Khote, Om Prakash",Drama Social Family,1961,Music by Madan Mohan,,
Sapera,B.J. Patel,"Ranjan, Jeevan Kala, Tiwari",,1961,"Music by Ajit Merchant, Lyrics: Indivar",,
Sapne Suhane,Kedar Kapoor,"Balraj Sahni, Geeta Bali, Chandrashekhar, Kamini Kadam",Romance Drama,1961,Music by Salil Choudhary,,
Sara Jahan Hamara,Prakash Chabra,"Premnath, Shyama, Jankidas, Azra",Crime Action Drama,1961,Music by Babul,,
Sasural,T. Prakash Rao,"Rajendra Kumar, B. Saroja Devi, Mehmood, Shobha Khote, Dhumal",Family Drama,1961,Music by Shankar Jaikishan,,
Sati Renuka,Prakash Rao,"Jamuna, G. Varalaxmi",Mythological,1961,"Music by S L Merchant Shreeram, Lyrics by Bharat Vyas",,
Saugandh,G.K. Ramu,"Anjali Devi, Gemini Ganesan, Kamla Laxman, M.N. Nambiar.",Drama,1961,Music by Dilip Dholakia,,
Savitri,Phani Majumdar,,Children's Film,1961,Received All India Certificate of Merit for the Second Best Children's Film,,
Senapati,Kedar Kapoor,"Prithviraj Kapoor, Nalini Jaywant",Costume Drama,1961,Music by Madan Mohan,,
Shahi Farman,K. Anand,"Krishna Kumari, Kamran",Action,1961,Music by Harbans,,
Shama,Lekhraj Bhakri,"Nimmi, Suraiya, Vijay Dutt",Social Drama,1961,Ghulam Mohammed,,
Shola Aur Shabnam,Ramesh Saigal,"Dharmendra, Tarla",Romance Drama,1961,Khayyam,,
Shola Jo Bhadke,Bhagwan,"KumKum, Purnima, Suresh, Anwar, Bhagwan, Helen",Musical,1961,Music by Nissar,,
Stree,V. Shantaram,"V. Shantaram, Sandhya, Rajshree",Drama,1961,Music by C. Ramchandra,,
Suhag Sindoor,Krishanan Panju,"Balraj Sahni, Mala Sinha, Manoj Kumar",Family Social Drama,1961,Music by Chitragupta,,
Tanhai,Ram Narayan Gabale,"Karan Dewan, Usha Kiran, Purnima, Jagirdar",,1961,Music by Mohd. Shafi,,
Teen Kanya: Tales of Three girls (Bengali),Satyajit Ray,"Chandana Banerjee, Anil Chatterjee, Kali Banerjee, Kumar Roy, Soumitra Chatterjee, Aparna Sen, Gita Dey",Anthology film,1961,Based on short stories by Rabindranath Tagore,,
Teen Ustad,Nanabhai Bhatt,"Suresh, Ameeta, Shammi, Honey Irani",Action Crime Drama,1961,Music by Dilip Dholakia,,
Tel Malish Boot Polish,Romey Dey,"Sheikh Mukhtar, KumKum, Chandrashekhar, Madan Puri",Action Drama,1961,Music by Chitragupta,,
Wanted,Nisar Ahmad Ansari,"Vijay Kumar, Sayeeda Khan",Action,1961,Music by Ravi,,
Warrant,Kedar Kapoor,"Ashok Kumar, Raaj Kumar, Shakeela, Dhumal",Action,1961,Music by Roshan,,
Wazir-e-Azam,R. S. Rahi,"Chand Usmani, Nadira, Indira Billi, Bhagwan, Helen","Adventure, Costume Drama",1961,Music by Robin Banerjee,,
Zabak,Homi Wadia,"Mahipal, Shyama, Chitra",Costume Drama,1961,Chitragupta,,
Zalim Jadugar,Sultan,"Hercules, Neeta, Rajrani","Fantasy, Action",1961,Music by Iqbal,,
Zamana Badal Gaya,Jayant Desai,"Charlie, Chand Usmani, Naina, Iftekhar, Bhagwan, Helen",Social,1961,Music by Iqbal Qureshi,,
Zindagi aur Khwab,S. Banerjee,"Meena Kumari, Rajendra Kumar, Jayant, Agha, Naaz, Pratima Devi, Jeevankala",Romantic melodrama,1961,Music: DattaramLyrics: Kavi Pradeep,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
,,,,1962,,,
Aalha Udal,Jaswant Jhaveri,"P. Jairaj, Nirupa Roy, Sabita Chatterjee, Dilip Raj, Jeevan, Sapru, Ishwarlal","Historical fiction, Fantasy",1962,Music: Jamal SenLyrics: Pandit Indra,,
Aankh Michouli,Ravindra Dave,"Shekhar, Mala Sinha, Jeevan, S. Nasir, Leela Mishra, Jagdish Raj, Naazi",Crime Thriller,1962,Music: ChitraguptaLyrics: Majrooh Sultanpuri,,
Aarti,Phani Mazumdar,"Ashok Kumar, Meena Kumari, Pradeep Kumar, Shashikala, Rajendranath, Peace Kanwal, Ramesh Deo, Chandrima Bhaduri, Keshto Mukherjee",Family Drama,1962,Produced: Tarachand Barjatya. Music: RoshanLyrics: Majrooh Sultanpuri,,
Aashiq,Hrishikesh Mukherjee,"Raj Kapoor, Nanda, Padmini, Keshto Mukherjee and Leela Chitnis",Musical melodrama,1962,"Music: Shankar JaikishanLyrics: Hasrat Jaipuri, Shailendra",,
Anpadh,,"Dharmendra, Mala Sinha, Balraj Sahni, Bindu, Shashikala, Aruna Irani, Dhumal, Nazir Hussain",Social Family Drama,1962,Music: Madan MohanLyrics: Raja Mehdi Ali Khan,,
Apna Banake Dekho,Jagdish Nirula,"Manoj Kumar, Asha Parekh, Sajjan, Sunder, Nazir Hussain, Mohan Choti",Romance,1962,"Music: RaviLyrics: Asad Bhopali, S. H. Bihari",,
Asli-Naqli,Hrishikesh Mukherjee,"Dev Anand, Sadhana, Anwar Hussain, Leela Chitnis, Sandhya Roy and Keshto Mukherjee",Romantic Drama,1962,Music: Shankar JaikishanLyrics: Shailendra,,
Baaje Ghungroo,Shivraj Shrivastav,"Manhar Desai, Nalini Chonkar, Sheela Kashmiri, Leela Mishra, Nazir Kashmiri, Jagdish Kanwal",Fantasy Drama,1962,"Music: DhaniramLyrics: Raja Mehdi Ali Khan, Shivraj Shrivastav, Madan Mohan",,
Baat Ek Raat Ki,Shankar Mukherjee,"Dev Anand, Waheeda Rehman, Chandrashekhar, Johnny Walker, Sabita Chatterjee, Asit Sen, Ulhas, Jagdish Sethi",Romance Thriller,1962,Music: S. D. BurmanLyrics: Majrooh Sultanpuri,,
Baghdad Ki Raaten,Nanabhai Bhatt,"Mahipal, Shakila, Bhagwan, Ishwarlal, Leela Mishra, Ratanmala",Action Fantasy,1962,Music: Dilip DholakiaLyrics: Prem Dhawan,,
Banarasi Thug,Lekhraj Bhakri,"Manoj Kumar, Vijaya Chaudhary, I. S. Johar, Lalita Choudhary, Radhakishan, Malika, Madhumati","Romantic comedy, Drama",1962,"Music: Iqbal QureshiLyrics: Hasrat Romani, Gulshan Bawra, Prem Dhawan, Aziz Kaisi, Akhtar Warsi",,
Banke Sanwaria,Danpat Rai,"P. Jairaj, Chand Usmani, Achala Sachdev, Rajan Kapoor, Jeevankala, Mirajkar",Action,1962,Music: S. MohinderLyrics: Anand Bakshi,,
Bapu Ne Kaha Tha,Vijay Bhatt,"Jankidas, Neena, Manju, Sandeep, Kesari, Jugal Kishore, Majnu, Nana Palsikar",Children,1962,"Children's Film Society, India.",,
Bees Saal Baad,Biren Nag,"Waheeda Rehman, Biswajeet, Manmohan Krishna, Madan Puri, Sajjan, Lata Sinha",Romantic Thriller,1962,Music: Hemant KumarLyrics: Shakeel Badayuni,,
Bombay Ka Chor,S. D. Narang,"Kishore Kumar, Mala Sinha, Jagdish Raj, Amar, Iftekhar, Honey Irani, Helen, Pratima Devi","Romance, Crime",1962,Music: RaviLyrics: Rajendra Krishan,,
Bezubaan,Ram Kamlani,"Ashok Kumar, Nirupa Roy, David, Shammi, Helen, Anoop Kumar, Babloo",Family Drama,1962,Music: ChitraguptaLyrics: Prem Dhawan,,
Bijli Chamke Jamna Paar,Jaswant Jhaveri,"P. Jairaj, Nirupa Roy, Tabassum, Dhumal, Raj Kishore",Drama,1962,Music: S. N. TripathiLyrics: Kaifi Azmi,,
Burmah Road,Tara Harish,"Ashok Kumar, Sheikh Mukhtar, Kumkum, Vijaya Choudhary, Moti Sagar, Mohan Choti, Uma Dutt, Murad, Jeevankala, Ajit",,1962,Music: ChitraguptaLyrics: Majrooh Sultanpuri,,
China Town,Shakti Samanta,"Shammi Kapoor, Shakila, Helen, Madan Puri, Jeevankala, Mridula, S. N. Banerjee, Kanu Roy",Romantic thriller,1962,Music: RaviLyrics: Majrooh Sultanpuri,,
Deccan Queen,Akkoo,"Samar Roy, Krishna Kumari, Sheela Kashmiri, Indira Bansal, Maqbul, Habib",Action,1962,"Music: Sardul KwatraLyrics: Aziz Kashmiri, K. Bakshi",,
Dil Tera Diwana,B. R. Panthulu,"Shammi Kapoor, Mala Sinha, Mehmood, Shobha Khote, Pran, Om Prakash, Manmohan Krishna, Mohan Choti, Ulhas, Mumtaz Begum",Romantic Drama,1962,"Music: Shankar JaikishanLyrics: Hasrat Jaipuri, Shailendra",,
Dr. Vidya,Rajendra Bhatia,"Vyjayantimala, Manoj Kumar, Madan Puri, Prem Chopra, Mumtaz, Sunder, Helen, Nazir Hussain",Social family Drama,1962,Music: S. D. BurmanLyrics: Majrooh Sultanpuri,,
Durga Pooja,B. K. Adarsh,"Anant Kumar, Jaymala, B M Vyas, Naazi, Hiralal",Devotional,1962,Music: ShivramLyrics: Pandit Indra,,
Dilli Ka Dada,R. S. Tara,"Sheikh Mukhtar, Shekhar, Sahira, Mukri, Nishi, Kumar",Action,1962,"Music: Datta NaikLyrics: Sahir Ludhianvi, Jan Nisar Akhtar",,
Ek Musafir Ek Hasina,Raj Khosla,"Sadhana, Joy Mukherjee, Malika, Rajendranath, Kamal Kapoor, Dhumal, Jagdish Raj",Romantic Drama,1962,"S. Mukherjee Production. Music: O. P. NayyarLyrics: Raja Mehdi Ali Khan, Shevan Rizvi, S. H. Bihari",,
Gangu,Pramod Chakravorty,"Sheikh Mukhtar, Naaz, Chandrashekhar, Sulochana, Madan Puri, Mohan Choti",Action,1962,Music: Kalyanji AnandjiLyrics: Prem Dhawan,,
Girls' Hostel,Ravindra Dave,"Ajit Khan, Nalini Jaywant, Johnny Walker, Shashi Raj, Geetanjali, Chand Burque",Romantic Drama,1962,"Music: RaviLyrics: S. H. Bihari, Gulshan Bawra",,
Gyarah Hazaar Ladkiyan,K. A. Abbas,"Bharat Bhushan, Mala Sinha, David, Mukri, Murad, Nadira, Helen, Baby Farida",Social Romantic drama,1962,Music: N. DuttaLyrics: Majrooh Sultanpuri,,
Half Ticket,B. Kalidas,"Kishore Kumar, Madhubala, Pran, Shammi, Tun Tun, Manorama, Helen",Romantic comedy,1962,Music: Salil ChowdhuryLyrics: Shailendra,,
Hame Bhi Jeene Do,M. G. Ramachandran,"M. G. Ramachandran, B. Saroja Devi, P. Bhanumati",,1962,"Music S. M. Subbaiah NaiduLyrics: B. S. Kalla, Saraswati Kumar Deepak",,
Hamen Khelne Do,R. K. Sharma,"Chaman Puri, Neena Chopra, Dubey, Master Raja",Children,1962,"Producer: Children's Film Society, India.Music: Anil Biswas",,
Hariyali Aur Rasta,Vijay Bhatt,"Manoj Kumar, Mala Sinha, Om Prakash, Shashikala, Manmohan Krishna, Jagdeep, Surendra, Helen",Romantic Family Drama,1962,"Music: Shankar JaikishanLyrics: Shailendra, Hasrat Jaipuri",,
Hawa Mahal,B J Patel,"Rajan, Helen, Bela Bose, Sulochana, Jeevan, Tiwari, Murad",Fantasy,1962,"Music: Avinash VyasLyrics: Saraswati Kumar Deepak, Raja Mehdi Ali Khan, Aziz Kashmiri",,
Hong Kong,Pachhi,"Ashok Kumar, B. Saroja Devi, K. N. Singh, Om Prakash, Helen, Babu Rao, King Kong (wrestler)",Action Thriller,1962,"Music: O. P. NayyarLyrics: Raja Mehdi Ali Khan, Qamar Jalalabadi, Shewan Rizvi, S. H. Bihari",,
Isi Ka Naam Duniya Hai,Shakti Samanta,"Ashok Kumar, Mehmood Shayama, Om Prakash, Sahira, K. N. Singh, Helen, Nazir Hussain",Socia Family drama,1962,Music: RaviLyrics: S. H. Bihari,,
Jadoo Mahal,Aakkoo,"Helen, Azad, Hiralal, Ram Kumar, Krishna Kumari",Fantasy,1962,Music: Bulo C RaniLyrics: Shewan Rizvi,,
Jai Ho Mohabbat Ki,Vithaldas Panchotia,"Paresh Banerjee, Meera, Mirza Musharraf, Najma, Heera Sawant, Helen, V Panchotia, Sulbha Kataria",Comedy Drama,1962,"Music: Harbanslal, Amar Singh, Moti BabuLyrics: Pandit Madhur",,
Jadugar Daku,Chandrakant,"P. Jairaj, Jabeen, Madhumalti, Helen, Maruti, Bela Bose, Tun Tun",Fantasy,1962,Music: S. N. TripathiLyrics: Prem Dhawan,,
Jhoola,K. Shankar,"Sunil Dutt, Vyjayantimala, Pran, Rajendranath, Sulochana, Tun Tun, Manmohan Krishna, Raj Mehra",Family Drama,1962,Music: Salil ChowdharyLyrics: Rajendra Krishan,,
Kailashpati,Dhirubhai Desai,"Mahesh Desai, Sumitra Devi, Padmarani, Niranajan Sharma, Jeevan",Mythological,1962,Music: Avinash VyasLyrics: Madan Bharti,,
Kala Chashma,K. Vinod,"Manju, Amarnath, Madan Puri, Maruti, Sheela Kashmiri, Jeevankala, Sheikh",Action Crime,1962,Music: Sardul KwatraLyrics: Bismil Ludhianvi,,
Kala Samundar,R. P. Ashk,"P. Jairaj, Chitra, Maruti, Hiralal, Tun Tun, Radhika",Action,1962,"Music: Datta NaikLyrics: Sahir Ludhianvi, Ram Prakash Ashq, Anand Bakshi",,
King Kong,Babubhai Mistri,"Dara Singh, Kumkum, Randhawa, King Kong (wrestler), Uma Dutt, Leela Mishra, Chandrashekhar, Kamal Mehra",Action,1962,Music: ChitraguptaLyrics: Majrooh Sultanpuri,,
Maa Beta,Lekhraj Bhakri,"Manoj Kumar, Ameeta, Sheila Ramani, I. S. Johar, Nirupa Roy, Lalita Pawar, Tarun Bose, Manmohan Krishna, Manorama, Leela Mishra",Family Drama,1962,Music: Hemant KumarLyrics: Prem Dhawan,,
Madam Zapatta,Ram Rasila,"Azad, Mehroo, Bhagwan, Heera, Sawant, Ram Rasila, Gulab",Action,1962,"Music: HarbanslalLyrics: Zafar Rahi, Kaiser Malik",,
Madam Zorro,Aakkoo,"Azad, Nadira, Helen, Bhagwan, Sheikh, Tiwari",Action,1962,Music: Bulo C RaniLyrics: Shewan Rizvi,,
Main Chup Rahungi,A. Bhim Singh,"Sunil Dutt, Meena Kumari, Babloo, Jagirdar, Nana Palsikar, Mohan Choti, Helen, Raj Mehra",Social Family Drama,1962,Music: ChitraguptaLyrics: Rajendra Krishan,,
Main Shadi Karne Chala,Roop K. Shorey,"I. S. Johar, Sayeeda Khan, Tabassum, Praveen Choudhary, Mumtaz, Malika, Durga Khote, Feroze Khan, Rajendranath",Comedy,1962,Wadia Brothers. Music: ChitraguptaLyrics: Majrooh Sultanpuri,,
Mall Road,Viren Dablish,"Chandrashekhar, Sangeeta, Kesari, Bela Bose, Radheshyam",Action Romance,1962,"Music: SudarshanLyrics: Viren Dablish, Naqsh Lyallpuri, Prem Warbartani",,
Man-Mauji,"R. Krishnan, S. Panju","Kishore Kumar, Sadhana, Pran, Achala Sachdev, Naaz, Om Prakash, Mukri, Leela Chitnis",Family Drama,1962,Music: Madan MohanLyrics: Rajendra Krishan,,
Maya Jaal,Babubhai Mistry,"Ranjan, Chitra, Manhar Desai, Krishna Kumari, Radhika",Fantasy,1962,"Music: S. N. TripathiLyrics: Qamar Jalalabadi, Prem Dhawan",,
Mehndi Lagi Mere Hath,Suraj Prakash,"Shashi Kapoor, Nanda, Ashok Kumar, Achla Sachdev, Mridula","Romance, Family Drama",1962,Music: Kalyanji AnandjiLyrics: Anand Bakshi,,
Meri Bahen,A S A Swami,"M G Ramachandran, Padmini, Raja Sulochana, Kumud Tripathi",Family Drama,1962,Music: DhaniramLyrics: Pandit Indra,,
Naag Devta,Shantilal Soni,"Mahipal, Anjali Devi, Shashikala, B. M. Vyas, Leela Chitnis, Niranajan Sharma",Fantasy,1962,"Music: S. N. TripathiLyrics: Qamar Jalalabadi, Prakash Mehra",,
Nakli Nawab,Tara Harish,"Ashok Kumar, Manoj Kumar, Shakila, K. N. Singh, Kamal Kapoor, Indira Billi, Shammi",Family Drama,1962,"Music: BabulLyrics: Kaif Irfani, Raja Mehdi Ali Khan",,
Naughty Boy,Shakti Samanta,"Kishore Kumar, Kalpana, Sulochana, Om Prakash, Madan Puri, Sunder",Romantic comedy,1962,Music: S. D. BurmanLyrics: Shailendra,,
Neeli Aankhen,Ved Mohan,"Ajit, Shakeela, Helen, Johnny Walker, Tiwari, Tun Tun, Raj Mehra, Shetty","Romance, Thriller",1962,Music: Dattaram WadkarLyrics: Gulshan Bawra,,
Pathan,Attaulla Khan,"Premnath, Mumtaz, Achala Sachdev, Iftekhar, Bhagwan",Action,1962,"Music: Jimmy, Dattraj Shyambabu, Brij Bhushan, Fakir Mohammad AsarLyrics: Anjum Jaipuri, Khawar Zaman, Nazeem Jaipuri, Aish Kanwal, Bal Kishan Puri",,
Prempatra,Bimal Roy,"Shashi Kapoor, Sadhana, Chand Usmani, Rajendra Nath, Seema Deo, Parveen Choudhary, Satyen Kappu",Social Romance Drama,1962,"Music: Salil ChowdharyLyrics: Rajendra Krishan, Gulzar",,
Private Secretary,Chander,"Ashok Kumar, Jayshree Gadkar, Raja Gowswami, Umakant, Mohan Choti, Purnima, N. A. Ansari",Action Drama,1962,Music: D. DilipLyrics: Prem Dhawan,,
Professor,Lekh Tandon,"Shammi Kapoor, Kalpana, Salim, Parveen Choudhary, Lalita Pawar, Iftekhar, Tun Tun, Pratima Devi",Romantic comedy,1962,"Music: Shankar JaikishanLyrics: Hasrat Jaipuri, Shailendra",,
Raaz Ki Baat,Bolton Ci Nagi,"Sujit Kumar, Simi Garewal, Abhi Bhattacharya, Shyama, Sulochana, K. N. Singh, Agha, Mohan Choti",Thriller,1962,Music: Robin BanerjeeLyrics: Hairat Sitapuri,,
Raju Aur Gangaram,Ezra Mir,"Mridula, Abhimanyu Sharma",Children,1962,10th All India Certificate of Merit for the Best Children's Film. Produced by: Children's Film Society,,
Rakhi,A. Bhimsen,"Ashok Kumar, Waheeda Rehman, Pradeep Kumar, Ameeta, Mehmood, Mohan Choti",Family Drama,1962,Music: RaviLyrics: Rajendra Krishan,,
Rashtraveer Shivaji,R. C. Talwar,"Shyam Kumar, Ratnamala, Bela Bose, Heera Sawant, Rajrani, Radheshyam, Fazal Khan",Historical,1962,Music: Suresh TalwarLyrics: Anjaan,,
Reporter Raju,Dwarka Khosla,"Feroz Khan, Chitra, Indira Billi, Sulochana Chatterjee, Manorama, B. M. Vyas, Ratanmala, Manju","Action, Crime",1962,"Music: S. MohinderLyrics: Anand Bakshi, Raja Mehdi Ali Khan, Shakeel Nomani, Anjaan",,
Rocket Girl,Nanabhai Bhatt,"Naaz, Bhagwan, Nilofer, Shammi, Soodesh Kumar, Kanchan, Brahm Bhardawaj, Jagdish Raj",Action Fantasy,1962,Music: ChitraguptaLyrics: Prem Dhawan,,
Rooplekha,Mohammed Hussain,"Mahipal, Vijaya Chaudhary, Krishna Kumari, Raj Adib, Shyam Kumar, Sunder, Jeevankala, Amar",Fantasy,1962,Music: NashadLyrics: Faruk Kaiser,,
Rungoli,Amar Kumar,"Kishore Kumar, Vyjayantimala, Jeevan, Durga Khote, Nazir Hussain, Sadhana Roychowdhary, Iftekhar, Dhumal, Brahm Bhardawaj",Romantic Drama,1962,"Music: Shankar JaikishanLyrics: Hasrat Jaipuri, Shailendra",,
Sachche Moti,Omi Bedi,"Jabeen, Suresh, Johnny Walker, Jeevan, Sulochana, Manmohan Krishna, Shammi",Crime Drama Romance,1962,Music: Datta NaikLyrics: Sahir Ludhianvi,,
Sahib Bibi Aur Ghulam,Abrar Alvi,"Meena Kumari, Guru Dutt, Waheeda Rehman, Rehman, Nazir Hussain, Dhumal, Harindranath Chattopadhyay, Pratima Devi, Jawahar Kaul, Minu Mumtaz",Drama,1962,Entered into the 13th Berlin International Film Festival. Music: Hemant KumarLyrics: Shakeel Badayuni,,
Sakhi Robin,B. J. Patel,"Ranjan, Shalini, Babu Raje, Nilofar, Rajan Kapoor",Action,1962,Music: Robin ChatterjeeLyrics: Yogesh Gaud,,
Sangeet Samrat Tansen,S. N. Tripathi,"Bharat Bhushan, Anita Guha, Sabita Chatterjee, David, Sapru, Kumar, Mukri",Biopic Historical Drama,1962,Music: S. N. TripathiLyrics: Shailendra,,
Sautela Bhai,Mahesh Kaul,"Guru Dutt, Pranati (Pranoti Ghosh), Raj Kumar, Kanhaiyalal, Bipin Gupta, Asit Sen, S. N. Banerjee, Bela Bose, Honey Irani, Sarosh Irani",Family Drama,1962,National Film Award for Third Best Feature Film. Music: Anil BiswasLyrics: Shailendra,,
Shaadi,"R. Krishnan, S. Panju","Saira Banu, Manoj Kumar, Dharmendra, Balraj Sahni, Om Prakash, Kalpana, Sulochana",Family Drama,1962,Music: ChitraguptaLyrics: Rajendra Krishan,,
Sher Khan,Radhakant,"Kamaljit, Kumkum, Jayant, Veena, Sunder, Ulhas, Tabassum, Hiralal",Action,1962,Music: S. N. Tripathi Lyrics: Prem Dhawan,,
Shiv Parvati,S. N. Tripathi,"Trilok Kapoor, Ragini, Vandana, Jeevan, Praveen Paul, Nayampally",,1962,"Music: S. N. TripathiLyrics: Prem Dhawan, Saraswati Kumar Deepak",,
Shree Ganesh,S. S. Dharwadkar,"Mahipal, Sahira, Indira Billi, Krishna Kumari, Jeevankala, Uma Dutt, Tiwari",Religious,1962,"Music: Bulo C RaniLyrics: Indeevar, Madhur",,
Son of India,Mehboob Khan,"Kumkum, Kanwaljeet, Sajid Khan, Jayant, Kanhaiyalal, Mukri, Simi Garewal, Tun Tun, Kumar, Lilian",Family Melodrama,1962,Music: NaushadLyrics: Shakeel Badayuni,,
Soorat Aur Seerat,Rajnish Bahl,"Dharmendra, Nutan, K. N. Singh, Sulochana, Honey Irani, Asit Sen, Iftekhar, Badri Prasad, Leela Mishra",Drama,1962,"Music: RoshanLyrics: Shailendra, Sahir Ludhianvi",,
Tilasmi Duniya,A. Karim,"Daljit, Krishna Kumari, Mohan Sherry, Indira Billi, Shyam Kumar, Sarla Devi, Jillani",Fantasy Action,1962,"Music: Suresh TalwarLyrics: Sartaj Romani, Anjaan",,
Toofani Tarzan,A. R. Zamindar,"Azad, Shanta Kumari, Shyam Kumar, Jeevankala, Tun Tun, Aruna, Lata Arora",Action Adventure,1962,Music: IqbalLyrics: Sabah Afghani,,
Tower House,N. A. Ansari,"Ajit Khan, Shakila, N. A. Ansari",Thriller,1962,S.H.Bihari-Ravi,,
Vallah Kya Baat Hai,Hari Walia,"Shammi Kapoor, Bina Rai, Nishi, Mumtaz, K. N. Singh, Tun Tun, Maruti, Mohan Choti",Romantic Drama,1962,"Music: RoshanLyrics: Anand Bakshi, Prem Dhawan",,
Zindagi Aur Hum,Anand Kumar,"Nalini Jaywant, Dinesh, Chand Usmani, David, Mukri, Leela Mishra",Drama,1962,"Music: RoshanLyrics: Shiv Kumar Saroj, Veer Mohammed Puri",,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
,,,,1963,,,
Aaj Aur Kal,Vasant Joglekar,"Sunil Dutt, Nanda, Ashok Kumar, Raaj Kumar, Tanuja, Soodesh Kumar, Deven Verma",Family Drama,1963,Music: RaviLyrics: Sahir Ludhianvi,,
Akela,Jay Bee,"Balraj Sahni, Sadhana Roychowdhury, Lalita Pawar, Sulochana, Dhumal, Murad, Daisy Irani, Honey Irani",Crime Drama,1963,Music: Datta NaikLyrics: Rajendra Krishan,,
Akeli Mat Jaiyo,Nandlal Jashwantlal,"Meena Kumari, Rajendra Kumar, Agha, Minu Mumtaz, Leela Mishra",Romance Drama,1963,Music: Madan MohanLyrics: Majrooh Sultanpuri,,
